timestamp,x,y,z
1480100061241270,0.558105,-0.541504,0.519043
1480100061265333,0.557129,-0.562012,0.507813
1480100061281376,0.571777,-0.561035,0.515625
1480100061301429,0.588867,-0.597656,0.520508
1480100061316469,0.575195,-0.633301,0.544922
1480100061340031,0.567871,-0.616211,0.573242
1480100061361589,0.562012,-0.601074,0.60498
1480100061416736,0.543457,-0.604004,0.612793
1480100061417739,0.532227,-0.569824,0.619141
1480100061418240,0.540039,-0.551758,0.606445
1480100061430773,0.547852,-0.57666,0.594238
1480100061455339,0.562988,-0.572266,0.584473
1480100061470378,0.577148,-0.564941,0.5625
1480100061497455,0.562012,-0.59082,0.55127
1480100061536554,0.555176,-0.591797,0.545898
1480100061551093,0.560547,-0.57666,0.539551
1480100061552095,0.554688,-0.594238,0.545898
1480100061571647,0.554688,-0.588379,0.549316
1480100061593706,0.56543,-0.570801,0.570313
1480100061611754,0.561523,-0.57959,0.573242
1480100061631306,0.559082,-0.580078,0.581055
1480100061653866,0.563965,-0.547852,0.587891
1480100061671914,0.557129,-0.564941,0.573242
1480100061698986,0.550293,-0.576172,0.574707
1480100061717033,0.557129,-0.567383,0.570801
1480100061732073,0.555664,-0.591797,0.564453
1480100061751626,0.551758,-0.599121,0.555664
1480100061773685,0.561523,-0.57373,0.549316
1480100061791733,0.569824,-0.569336,0.551758
1480100061811285,0.563965,-0.577637,0.555664
1480100061833846,0.56543,-0.55957,0.555664
1480100061853397,0.570801,-0.565918,0.556152
1480100061871445,0.560059,-0.583496,0.554688
1480100061894005,0.562988,-0.568359,0.565918
1480100061911551,0.569824,-0.561523,0.560059
1480100061933111,0.555664,-0.57666,0.566895
1480100061953663,0.560059,-0.5625,0.563965
1480100061971712,0.567871,-0.562988,0.574707
1480100061992768,0.561035,-0.58252,0.571777
1480100062013824,0.564941,-0.5625,0.56543
1480100062031872,0.570801,-0.549805,0.558105
1480100062052927,0.565918,-0.572754,0.561523
1480100062073984,0.567383,-0.5625,0.554199
1480100062092031,0.572266,-0.555664,0.555176
1480100062113088,0.570801,-0.581543,0.551758
1480100062133643,0.56543,-0.576172,0.552246
1480100062151689,0.568848,-0.561035,0.558594
1480100062172747,0.563965,-0.580078,0.5625
1480100062193802,0.557129,-0.57666,0.567871
1480100062211850,0.562988,-0.556641,0.572266
1480100062232906,0.566406,-0.572266,0.565918
1480100062255466,0.557129,-0.576172,0.575195
1480100062272009,0.56543,-0.556152,0.569824
1480100062292565,0.558105,-0.567871,0.572266
1480100062315125,0.554688,-0.585938,0.571777
1480100062339202,0.5625,-0.565918,0.568848
1480100062355232,0.564453,-0.580566,0.567871
1480100062373782,0.557129,-0.588379,0.567871
1480100062391829,0.558594,-0.558105,0.564453
1480100062414389,0.566895,-0.559082,0.5625
1480100062441461,0.560059,-0.577637,0.564941
1480100062451989,0.563965,-0.561523,0.565918
1480100062474051,0.568848,-0.567871,0.563965
1480100062494100,0.560547,-0.588867,0.562988
1480100062517162,0.562012,-0.561035,0.563477
1480100062533707,0.561035,-0.553711,0.561523
1480100062556266,0.557617,-0.57666,0.552734
1480100062576822,0.558105,-0.570801,0.556152
1480100062593368,0.567383,-0.570801,0.560059
1480100062615925,0.560547,-0.582031,0.570313
1480100062636981,0.557617,-0.5625,0.57959
1480100062653525,0.566406,-0.554199,0.564941
1480100062683606,0.5625,-0.581543,0.567383
1480100062697141,0.559082,-0.570313,0.567871
1480100062713702,0.567383,-0.559082,0.568848
1480100062735745,0.561523,-0.580566,0.563965
1480100062756799,0.562988,-0.577637,0.567871
1480100062773344,0.564453,-0.556152,0.564941
1480100062796909,0.560547,-0.574707,0.563477
1480100062824480,0.554199,-0.583008,0.569336
1480100062833505,0.566406,-0.568359,0.563477
1480100062856063,0.561523,-0.577148,0.56543
1480100062878623,0.553711,-0.571289,0.564941
1480100062893663,0.556152,-0.552734,0.563477
1480100062916224,0.558105,-0.57373,0.568848
1480100062938285,0.554688,-0.588379,0.573242
1480100062953322,0.55957,-0.563477,0.567383
1480100062975882,0.560059,-0.566895,0.564453
1480100062998443,0.557129,-0.58252,0.5625
1480100063012981,0.563477,-0.554199,0.55957
1480100063036042,0.570801,-0.5625,0.563477
1480100063058603,0.566895,-0.584961,0.562988
1480100063079660,0.562012,-0.569336,0.563965
1480100063095701,0.568359,-0.569824,0.56543
1480100063118761,0.561523,-0.578125,0.556641
1480100063132810,0.562988,-0.558105,0.572266
1480100063155861,0.566406,-0.55957,0.569824
1480100063178421,0.554688,-0.580078,0.568848
1480100063192959,0.561523,-0.567383,0.574219
1480100063216021,0.556641,-0.561035,0.56543
1480100063239082,0.551758,-0.585938,0.561523
1480100063252618,0.555176,-0.566406,0.562988
1480100063276181,0.561523,-0.556152,0.553711
1480100063298741,0.566895,-0.577637,0.555176
1480100063319296,0.564941,-0.568848,0.563965
1480100063335840,0.565918,-0.556152,0.5625
1480100063358399,0.564453,-0.58252,0.574219
1480100063380960,0.559082,-0.576172,0.57959
1480100063396000,0.556641,-0.554199,0.582031
1480100063418559,0.557617,-0.569824,0.57666
1480100063439618,0.554688,-0.57373,0.566406
1480100063456160,0.563965,-0.556152,0.567383
1480100063478218,0.560547,-0.572754,0.561035
1480100063499776,0.55957,-0.578125,0.561523
1480100063516820,0.564941,-0.563965,0.567383
1480100063538378,0.55957,-0.578125,0.569336
1480100063559434,0.555176,-0.588867,0.575195
1480100063575978,0.562988,-0.566895,0.572754
1480100063598538,0.56543,-0.571289,0.575195
1480100063619594,0.557617,-0.579102,0.580078
1480100063636139,0.558594,-0.559082,0.571777
1480100063658197,0.567871,-0.56543,0.575684
1480100063679253,0.563477,-0.58252,0.57959
