timestamp,x,y,z
1480623779863859,-0.141602,-1.00781,0.22168
1480623779881907,-0.143066,-1.00635,0.222656
1480623779901461,-0.14502,-1.00146,0.227051
1480623779919508,-0.141602,-0.991699,0.219727
1480623779942071,-0.139648,-0.984375,0.220703
1480623779961620,-0.134277,-0.986328,0.221191
1480623779984180,-0.139648,-0.992676,0.220215
1480623780015763,-0.143066,-1.00391,0.213379
1480623780021279,-0.141113,-1.00781,0.221191
1480623780043838,-0.142578,-1.00781,0.215332
1480623780069407,-0.14502,-1.00049,0.221191
1480623780081438,-0.139648,-0.987793,0.21875
1480623780105503,-0.134277,-0.985352,0.214355
1480623780129566,-0.13916,-0.989746,0.212402
1480623780141602,-0.141602,-0.996582,0.216797
1480623780164160,-0.144531,-1.00195,0.222656
1480623780182206,-0.143066,-1.00439,0.21875
1480623780201257,-0.137207,-1.00098,0.219238
1480623780231336,-0.141602,-1.00244,0.218262
1480623780241867,-0.139648,-0.993164,0.213867
1480623780261417,-0.13916,-0.98291,0.224121
1480623780293006,-0.137695,-0.988281,0.220703
1480623780302025,-0.141602,-0.989258,0.220215
1480623780321578,-0.145508,-1.00098,0.226074
1480623780346644,-0.144043,-1.00879,0.220703
1480623780367700,-0.144043,-1.00928,0.220215
1480623780384244,-0.14209,-1.00293,0.223633
1480623780403799,-0.143555,-0.987305,0.22168
1480623780422345,-0.138672,-0.983887,0.214844
1480623780442902,-0.135742,-0.986328,0.216797
1480623780463955,-0.142578,-0.991699,0.21582
1480623780482004,-0.137207,-1.00098,0.21582
1480623780503060,-0.146484,-1.01025,0.219727
1480623780524122,-0.143066,-1.00732,0.224121
1480623780549183,-0.14502,-0.99707,0.22168
1480623780570239,-0.143555,-0.989746,0.223145
1480623780591796,-0.140137,-0.983398,0.220215
1480623780609343,-0.13623,-0.986328,0.21582
1480623780631903,-0.134766,-0.98877,0.216309
1480623780651454,-0.138672,-1.00098,0.213867
1480623780666494,-0.138672,-1.00781,0.212891
1480623780684543,-0.142578,-1.00342,0.216309
1480623780713119,-0.140625,-0.997559,0.220215
1480623780737685,-0.144043,-0.990234,0.223633
1480623780759242,-0.13916,-0.991699,0.21875
1480623780763753,-0.140137,-0.989746,0.222656
1480623780781802,-0.142578,-0.994629,0.222656
1480623780804361,-0.139648,-1.00342,0.221191
1480623780823914,-0.147949,-1.00781,0.218262
1480623780847978,-0.141602,-1.00586,0.21875
1480623780864522,-0.143555,-0.998535,0.215332
1480623780884074,-0.141602,-0.989746,0.220703
1480623780903125,-0.13916,-0.986816,0.221191
1480623780924182,-0.13623,-0.986816,0.217773
1480623780943733,-0.141113,-0.991699,0.219238
1480623780961781,-0.144043,-1.00586,0.217773
1480623780992362,-0.143555,-1.01074,0.222656
1480623781011412,-0.145508,-1.00635,0.223633
1480623781021941,-0.143066,-1.00195,0.216797
1480623781052021,-0.144531,-0.992676,0.215332
1480623781064052,-0.135742,-0.986328,0.212891
1480623781089622,-0.135254,-0.980957,0.219238
1480623781104159,-0.131836,-0.994141,0.213379
1480623781126720,-0.143555,-1.00098,0.214844
1480623781141762,-0.145508,-1.00928,0.215332
1480623781164319,-0.148926,-1.00977,0.212891
1480623781183871,-0.146973,-1.00977,0.225586
1480623781202421,-0.14209,-0.992676,0.224609
1480623781228994,-0.13916,-0.989258,0.211426
1480623781253056,-0.134277,-0.981445,0.212891
1480623781268096,-0.134277,-0.984863,0.215332
1480623781290657,-0.140137,-0.996094,0.214355
1480623781304191,-0.141602,-1.00781,0.219238
1480623781329259,-0.141602,-1.01074,0.216797
1480623781351818,-0.143555,-1.00391,0.220703
1480623781382399,-0.144531,-0.995117,0.220703
1480623781393930,-0.136719,-0.983398,0.221191
1480623781404458,-0.138672,-0.986816,0.222168
1480623781441557,-0.138672,-0.997559,0.218262
1480623781446570,-0.145996,-0.998535,0.221191
1480623781464619,-0.14502,-1.00098,0.223633
1480623781492694,-0.141113,-1.00488,0.217773
1480623781513748,-0.140625,-1.00146,0.213867
1480623781524781,-0.139648,-0.994141,0.21875
1480623781567893,-0.134277,-0.986328,0.214844
1480623781576917,-0.134766,-0.98291,0.216309
1480623781584438,-0.135254,-0.98877,0.217285
1480623781613013,-0.14209,-0.997559,0.21875
1480623781626549,-0.145996,-1.0083,0.219238
1480623781658134,-0.149414,-1.01367,0.221191
1480623781674178,-0.146973,-1.00586,0.216797
1480623781686207,-0.146973,-0.997559,0.219238
1480623781727317,-0.134277,-0.990234,0.223145
1480623781731328,-0.132813,-0.982422,0.219727
